ordinal	postdate	pid	content_length	source_url	preview
91	2026-01-15 10:26	854648571	55	https://bbs.nga.cn/read.php?pid=854648571&opt=128	Reply[/pid] Post by 极地丶之光 (2026-01-15 10:20): 话说狼大对于今年铜涨价的事情怎么看？个股一直在天上都下不来 我做的是期货 期货没完 股票我没做 观察而已 江铜质量很高
92	2026-01-15 10:28	854648939	69	https://bbs.nga.cn/read.php?pid=854648939&opt=128	Reply[/pid] Post by letuswowing (2026-01-15 10:22): 狼大 液冷为什么今天动了 硬的大哥们都在水下呢 液冷的基本逻辑我没说过吗 我AI硬的底仓目前是锁仓的 不打算加 也不会动
93	2026-01-15 10:33	854649711	80	https://bbs.nga.cn/read.php?pid=854649711&opt=128	Reply[/pid] Post by kaiserDu (2026-01-15 10:31): 狼大，4096感觉会破~ 有什么所谓 你知道这几天抢开融资的 等着4079-4090进场的有多少么。回归业绩就行了
94	2026-01-15 10:36	854650191	116	https://bbs.nga.cn/read.php?pid=854650191&opt=128	对了 你们有固态的 电池是一个轮动行情 是我在这波调整里面避险的一个方向，我后面还是会回归主线趋势的，不过这几天还是能玩玩
95	2026-01-15 10:44	854651536	19	https://bbs.nga.cn/read.php?pid=854651536&opt=128	Reply[/pid] Post by letuswowing (2026-01-15 10:44): 狼大 机器人打算几月份在做 做完半导体之后么？ 感觉机器人调整的差不多了 我没有这个感觉
96	2026-01-15 10:50	854652461	153	https://bbs.nga.cn/read.php?pid=854652461&opt=128	Reply[/pid] Post by 暮残 (2026-01-15 10:47): 跟隔壁黄金楼的思路 去年下半年开始，铜的逻辑我觉得是非常硬的 美元跌传导到黄金涨 到大宗重新定价，中国缺铜/美国缺铜，铜扩产周期长 黄金保守看到5000，那铜的逻辑我觉得甚至比铁盒都硬 从长持角度看，每次回调都是上车的机会 以上发言是我32卖飞紫金后痛定思痛的结论 做期货才有意义 我黄金多单和铜多单都长持 银确实不敢做了 逻辑没有变化 大放水时代 股票也就是今天他们重回逻辑我才关注，不然根本
97	2026-01-15 11:00	854654038	41	https://bbs.nga.cn/read.php?pid=854654038&opt=128	Reply[/pid] Post by 学装机吧 (2026-01-15 10:54): 狼大，主线还是做半导体吗，还是看卫星ai出去打野亏嘛了还是得回狼窝 对 半导体设备 至少上半年是 下半年找材料
98	2026-01-15 11:04	854654650	38	https://bbs.nga.cn/read.php?pid=854654650&opt=128	有些业绩设备压不住了 你们注意不要卖飞了
99	2026-01-15 11:14	854656192	217	https://bbs.nga.cn/read.php?pid=854656192&opt=128	[图片: ./mon_202601/15/jmQ9951-908nKaT1kSeb-1j.jpg] 个股不能漏给你们 但是ETF应该没问题 我这个是后面170换过来的 因为体量问题。持仓就在10%左右 上去了 减一点 下来了 买一点 每天挂几个量化单子做做差价。你们资金小的 我觉得170更好 爆发力度大很多。
100	2026-01-15 11:20	854657261	61	https://bbs.nga.cn/read.php?pid=854657261&opt=128	Reply[/pid] Post by 我有故事你有酒么51413 (2026-01-15 11:17): 狼大狼大，储能这边有个业内给我说了些消息，以前主流314ah大储，现在要更新一批587ah，而且以前2毛/wh，现在1分/wh，成本也是大下降，这样的话是不是也有扩产的预期逻辑在 储能也会扩产啊。。这不是理所应当的么 不然算力中心怎么建设
101	2026-01-15 11:30	854658724	45	https://bbs.nga.cn/read.php?pid=854658724&opt=128	Reply[/pid] Post by Vinstoo (2026-01-15 11:27): 516形态强很多 还有跳空 而且跌得略少 没事 你们开心就好 我只说我的理解和我的操作
102	2026-01-15 12:44	854668445	64	https://bbs.nga.cn/read.php?pid=854668445&opt=128	Reply[/pid] Post by ptydd (2026-01-15 12:42): 狼大，挑买成分股得行不，谢谢 可以啊 我着重还有拓经 长川 精测等 相当于细化ETF持仓增加波动盈利
103	2026-01-15 13:08	854670749	37	https://bbs.nga.cn/read.php?pid=854670749&opt=128	Reply[/pid] Post by 是你的哇哈哈 (2026-01-15 13:06): 狼大，昨晚上复盘了一下双跌停战法，今天早上在地板也入了点顺灏尝试一下，目前毫无反弹迹象，感觉昨天的量能还是太高了(放量红k的1/2)，完美符合这几个个条件的股真的好少 因为不是缩量双跌停啊 不是开板了么
104	2026-01-15 13:15	854671509	32	https://bbs.nga.cn/read.php?pid=854671509&opt=128	我如果说我今天赚得比昨天多 你们信吗
105	2026-01-15 13:17	854671628	179	https://bbs.nga.cn/read.php?pid=854671628&opt=128	Reply[/pid] Post by -我爱切尔西- (2026-01-15 13:15): 海格 明天再缩量跌停就符合双跌停战法吧 我觉得末日板块谨慎一点吧 你看看现在缩量多少了 那想想这几天高位去接盘的有人能出来没，有些不跌停是因为没人买 他们卖不出去 不是不想卖。。。 不过也行 如果明天再缩量跌停封死 那就有机会。
106	2026-01-15 13:20	854671995	145	https://bbs.nga.cn/read.php?pid=854671995&opt=128	缩量快7000E了 这么快的缩量高标出不来的，所以暂时不要去 等他们回暖那一下可以去抢抢反抽 当然 要风偏高的才行 不行要止损的。 正常菜鸡和我一样长持趋势也没事
107	2026-01-15 13:28	854672849	157	https://bbs.nga.cn/read.php?pid=854672849&opt=128	Reply[/pid] Post by xiaohuo1992 (2026-01-15 13:26): 铁盒今天怎么就抢起来了，是资金回流了吗狼大？ 我不是说了 只要指数没什么P事 做业绩的机构不管你这啊那的就是要做业绩 所以为什么我昨天到今天一直不理解你们为什么清设备ETF 我昨天甚至说了 不行就去打工挣钱补仓。
108	2026-01-15 13:31	854673152	73	https://bbs.nga.cn/read.php?pid=854673152&opt=128	不要追突破的新高啊 不然挂树上明天割肉别死这里 缩量7000E 你当这个市场能起飞么
109	2026-01-15 13:33	854673354	25	https://bbs.nga.cn/read.php?pid=854673354&opt=128	Reply[/pid] Post by xiaobaovvv (2026-01-15 13:31): 不知不觉，长川已经800多亿了，已经超过图哥26年的估值，难道年前就干到27年市值？ 他估个P估 长川他懂个P
110	2026-01-15 13:35	854673581	36	https://bbs.nga.cn/read.php?pid=854673581&opt=128	看见了吗170追上516了 你们不理解就算了
111	2026-01-15 13:38	854673872	64	https://bbs.nga.cn/read.php?pid=854673872&opt=128	那些柚子 散户 不懂半导体的 他们不会来的 他们手握资金要去干龙回头的。
112	2026-01-15 13:43	854674517	81	https://bbs.nga.cn/read.php?pid=854674517&opt=128	Reply[/pid] Post by 黑暗与黑暗 (2026-01-15 13:41): 意思是狼大仓位减半了，但是今天收益翻倍 我有更多的活动仓位做T 不过主要是电池+半导体 刚好全中我的仓位 其他底仓那些也没跌
113	2026-01-15 13:47	854674866	49	https://bbs.nga.cn/read.php?pid=854674866&opt=128	Reply[/pid] Post by SpamSender (2026-01-15 13:43): 机构没有想到有一个楼的人在埋伏他们 你就当我们也是一个小机构就行，大家做的是合力
114	2026-01-15 13:53	854675539	147	https://bbs.nga.cn/read.php?pid=854675539&opt=128	我日内最高80% 收盘回60% 我不像你们 涨了就觉得踏空了 想想你们有没有办法躲过昨天高点 ，那缩量8000E 主线两个题材没反抽 你们敢这里自己单开一桌？你们有钱你们上
115	2026-01-15 13:58	854676041	41	https://bbs.nga.cn/read.php?pid=854676041&opt=128	Reply[/pid] Post by Doh丶 (2026-01-15 13:57): 话说，要是美国动手伊朗对大a影响大吗 是好事 具体为什么我这里不敢说 怕楼没了
116	2026-01-15 14:01	854676366	156	https://bbs.nga.cn/read.php?pid=854676366&opt=128	双跌停是要借板块的势的 如果板块都没反弹 那就没有达到条件 为什么这么苛刻 就是为了提高成功率，因为本来就是高风险高回报的，如果成功率很低 那不就变成高风险低回报了？
117	2026-01-15 14:01	854676435	46	https://bbs.nga.cn/read.php?pid=854676435&opt=128	Reply[/pid] Post by KHSHHX (2026-01-15 13:59): 今天应该不动吧，虽然感觉要回落，但是害怕卖飞了 缩量快1WE了 哪里能上去。。。用膝盖想都懂了
118	2026-01-15 14:03	854676566	28	https://bbs.nga.cn/read.php?pid=854676566&opt=128	Reply[/pid] Post by 小达达恶魔 (2026-01-15 14:02): 差不多 我提供1元 兄弟萌提供一个亿 我们一起合力 我不多 我可以提供7个带头
119	2026-01-15 14:09	854677348	77	https://bbs.nga.cn/read.php?pid=854677348&opt=128	不错 CPO也来蹭流量了 那今天半导体上不去了 不过这是好事 虽然你们不能理解 但是是好事
120	2026-01-15 14:14	854677867	109	https://bbs.nga.cn/read.php?pid=854677867&opt=128	Reply[/pid] Post by dandancer (2026-01-15 14:12): 意思是市场风格全面转向有业绩的方向？ 比如今天表现不错的半导体，有色金属，和CPO 是引导而已 不管是政策还是资金 不然进来的那么多钱都去几个高标，很容易出事的，这次手段非常好了 我前面分析过了
121	2026-01-15 14:29	854679735	107	https://bbs.nga.cn/read.php?pid=854679735&opt=128	看吧 CPO拉起来 收益的是半导体 独大吃独食就会死 一旦有分散注意力的 那些散户柚子的钱就不懂要去哪边了 犹豫就会败北。
122	2026-01-15 14:36	854680644	269	https://bbs.nga.cn/read.php?pid=854680644&opt=128	Reply[/pid] Post by 阿市阿市 (2026-01-15 14:33): 还有这种理论 很简单 缩量1WE 一堆手握融资的本来想去抄底末日板块的，结果半导体异军突起 而且容量够 吓得里面机构都在压盘，因为还没到收割的阶段，这个时候CPO来凑热闹 那就很好了，都是大板块 一旦有了选择资金反倒不敢强行过来了，半导体那帮机构立马解除压盘。 当然 说了你们可能不太懂 这都是盘口语言
123	2026-01-15 14:39	854681103	41	https://bbs.nga.cn/read.php?pid=854681103&opt=128	Reply[/pid] Post by e471167749 (2026-01-15 14:36): 今天电池有点生不逢时啊，本来有希望做成低位主线板块的，下午被半导体分流了资金。。。 固态电池什么体量。。。。他能成主线？
124	2026-01-15 14:43	854681611	106	https://bbs.nga.cn/read.php?pid=854681611&opt=128	[图片: ./mon_202601/15/jmQ9954-1l3gK1jT3cSv4-7x.jpg] 看见没 转向哪里？大声说出来 我之前长篇分析过的 现在上面的人帮我背书了
125	2026-01-15 14:49	854682469	23	https://bbs.nga.cn/read.php?pid=854682469&opt=128	Reply[/pid] Post by 太太OvO贴贴 (2026-01-15 14:46): 狼大，有个问题我想咨询一下 比如tj这种，今天明显看得出在压。但是一直卖，到盘尾他收的回筹码吗？ 要是里面有机构偷跑了，那卖的不是血亏 自己去了解一下网格
126	2026-01-15 14:51	854682692	58	https://bbs.nga.cn/read.php?pid=854682692&opt=128	Reply[/pid] Post by 动感小怪兽1 (2026-01-15 14:48): 最后一句，长期价值已反映在股市。 啥意思，涨完了？这家伙是空头吧 [图片: ./mon_202601/15/jmQpekg-h3wlKuT3cSv4-5i.jpg] 你就不能看完？
127	2026-01-15 14:54	854683154	100	https://bbs.nga.cn/read.php?pid=854683154&opt=128	Reply[/pid] Post by zippo578 (2026-01-15 14:53): 今天完全看不懂几个合约的升贴水数据 按理说 国家队压指数 贴水应该大幅上升才对 500和1000的贴水，是大幅降低的 其他大部分合约都还是升水状态 完全看不懂了 因为你看错了 GJD是兜底指数 你看看沪深300ETF的单子 压指数的是利空直接对应的券商 和监管对应的末日板块
128	2026-01-15 14:57	854683485	28	https://bbs.nga.cn/read.php?pid=854683485&opt=128	800E长川?他懂个Der的长川 呵呵
129	2026-01-15 15:01	854684099	133	https://bbs.nga.cn/read.php?pid=854684099&opt=128	Reply[/pid] Post by zippo578 (2026-01-15 14:58): 明白了 意思是还是不能把压指数做为上面的态度 该炒还炒，炒正经的 对 目的不是为了压指数 为了是有序的进行 包括压融资用的是提高保证金而不是硬逼降杠杆 也是这样的 一刀切不如慢慢敲打。目的始终是为了市场好
130	2026-01-15 15:54	854690932	95	https://bbs.nga.cn/read.php?pid=854690932&opt=128	Reply[/pid] Post by 笔下山河 (2026-01-15 15:52): 这么复杂的吗， 以为只是航天退潮，AI软跟着杀，电气设备和电池容量有限，所以借着deepseek论文炒储存和半导体设备，毕竟链条完整容量也够大。早上江波龙先涨，后面飞测精测还有PCB啥的跟上， 走势完全符合半导体基本原理。 但是吧，总觉得飞测没龙头气质，不够硬今天十日线犹豫了一会，不在计划内也没时间看盘就没买，估计又要高攀不起了 悱恻还蛮强的了 不过他体量小 肯定不是核心 至于风向标 半
131	2026-01-15 15:57	854691346	81	https://bbs.nga.cn/read.php?pid=854691346&opt=128	今天CPO起来那一下我怀疑是半导体机构去买的 这样散户肯定还要去各种博弈航天和AI应用的
132	2026-01-15 21:02	854723036	148	https://bbs.nga.cn/read.php?pid=854723036&opt=128	你们是不是疯了。。调整还没结束吧？至少目前没有这个迹象。。。。 现在已经在担心没满仓上车赚少了？ 你们是不是没看今天是什么行情？跌停家数近期最多啊。。。
133	2026-01-15 21:12	854723844	147	https://bbs.nga.cn/read.php?pid=854723844&opt=128	Reply[/pid] Post by 称谓 (2026-01-15 21:10): 狼大他们都快把减仓的我整焦虑了 我管你们呢 我减仓是因为目前是调整阶段 等上涨阶段我又会继续满仓 这不是最简单的么 下跌时候仓位小一点 上涨时候仓位大一点，这样才能稳定盈利 难道 这不对？
134	2026-01-15 21:18	854724431	43	https://bbs.nga.cn/read.php?pid=854724431&opt=128	Reply[/pid] Post by gyc1213 (2026-01-15 21:17): 但是狼大，设备他现在不跟大盘啊 那你怕不怕明天航天AI回流反抽吸干市场？
135	2026-01-15 21:21	854724717	150	https://bbs.nga.cn/read.php?pid=854724717&opt=128	Reply[/pid] Post by Bigcatmi (2026-01-15 21:19): 今晚这利空利好都有，商业航天刚弹了个利好消息 喊口号的 但是不妨碍他们拿这个来做反抽的理由。毕竟是主线题材，一时半会A杀不下来 但是谁进去就自己注意了，上涨行情你可以错无数次，下跌行情你只能对一次
136	2026-01-15 21:25	854725063	33	https://bbs.nga.cn/read.php?pid=854725063&opt=128	Reply[/pid] Post by Ga-Man (2026-01-15 21:21): 狼大， 如果调整， 固态电池还能做嘛 避险方向 电池不是避险 电池有自己的逻辑
137	2026-01-15 21:34	854725827	13	https://bbs.nga.cn/read.php?pid=854725827&opt=128	Reply[/pid] Post by 大地母亲忽悠着你你 (2026-01-15 21:29): 狼哥，我今天看到一句话：去年每一次大分歧，赛道都是靠海外AI链，题材都是靠固态电池，来化解。没想到去年的故事，今年还在上演。 不要唯心
